fips2010,rent50_2,state,county,cousub,cntyname,name,hu2010,state_alpha
0100199999,890,1,1,99999,Autauga County,Autauga County,22135,AL
0100399999,929,1,3,99999,Baldwin County,Baldwin County,104061,AL
0100599999,706,1,5,99999,Barbour County,Barbour County,11829,AL
0100799999,955,1,7,99999,Bibb County,Bibb County,8981,AL
0100999999,955,1,9,99999,Blount County,Blount County,23887,AL
0101199999,643,1,11,99999,Bullock County,Bullock County,4493,AL
0101399999,640,1,13,99999,Butler County,Butler County,9964,AL
0101599999,721,1,15,99999,Calhoun County,Calhoun County,53289,AL
0101799999,738,1,17,99999,Chambers County,Chambers County,17004,AL
0101999999,686,1,19,99999,Cherokee County,Cherokee County,16267,AL
0102199999,706,1,21,99999,Chilton County,Chilton County,19278,AL
0102399999,725,1,23,99999,Choctaw County,Choctaw County,7269,AL
0102599999,606,1,25,99999,Clarke County,Clarke County,12638,AL
0102799999,606,1,27,99999,Clay County,Clay County,6776,AL
0102999999,691,1,29,99999,Cleburne County,Cleburne County,6718,AL
0103199999,686,1,31,99999,Coffee County,Coffee County,22330,AL
0103399999,713,1,33,99999,Colbert County,Colbert County,25758,AL
0103599999,606,1,35,99999,Conecuh County,Conecuh County,7093,AL
0103799999,679,1,37,99999,Coosa County,Coosa County,6478,AL
0103999999,634,1,39,99999,Covington County,Covington County,18829,AL
0104199999,606,1,41,99999,Crenshaw County,Crenshaw County,6735,AL
0104399999,674,1,43,99999,Cullman County,Cullman County,37054,AL
0104599999,652,1,45,99999,Dale County,Dale County,22677,AL
0104799999,606,1,47,99999,Dallas County,Dallas County,20208,AL
0104999999,606,1,49,99999,DeKalb County,DeKalb County,31109,AL
0105199999,890,1,51,99999,Elmore County,Elmore County,32657,AL
0105399999,623,1,53,99999,Escambia County,Escambia County,16486,AL
0105599999,709,1,55,99999,Etowah County,Etowah County,47454,AL
0105799999,606,1,57,99999,Fayette County,Fayette County,8437,AL
0105999999,615,1,59,99999,Franklin County,Franklin County,14022,AL
0106199999,748,1,61,99999,Geneva County,Geneva County,12687,AL
0106399999,606,1,63,99999,Greene County,Greene County,5007,AL
0106599999,859,1,65,99999,Hale County,Hale County,7655,AL
0106799999,673,1,67,99999,Henry County,Henry County,8891,AL
0106999999,748,1,69,99999,Houston County,Houston County,45319,AL
0107199999,655,1,71,99999,Jackson County,Jackson County,24786,AL
0107399999,955,1,73,99999,Jefferson County,Jefferson County,300552,AL
0107599999,606,1,75,99999,Lamar County,Lamar County,7354,AL
0107799999,713,1,77,99999,Lauderdale County,Lauderdale County,43791,AL
0107999999,703,1,79,99999,Lawrence County,Lawrence County,15229,AL
0108199999,889,1,81,99999,Lee County,Lee County,62391,AL
0108399999,768,1,83,99999,Limestone County,Limestone County,34977,AL
0108599999,890,1,85,99999,Lowndes County,Lowndes County,5140,AL
0108799999,634,1,87,99999,Macon County,Macon County,10259,AL
0108999999,768,1,89,99999,Madison County,Madison County,146447,AL
0109199999,606,1,91,99999,Marengo County,Marengo County,10237,AL
0109399999,606,1,93,99999,Marion County,Marion County,14737,AL
0109599999,655,1,95,99999,Marshall County,Marshall County,40342,AL
0109799999,901,1,97,99999,Mobile County,Mobile County,178196,AL
0109999999,606,1,99,99999,Monroe County,Monroe County,11333,AL
0110199999,890,1,101,99999,Montgomery County,Montgomery County,101641,AL
0110399999,703,1,103,99999,Morgan County,Morgan County,51193,AL
0110599999,606,1,105,99999,Perry County,Perry County,4737,AL
0110799999,606,1,107,99999,Pickens County,Pickens County,9483,AL
0110999999,669,1,109,99999,Pike County,Pike County,15267,AL
0111199999,682,1,111,99999,Randolph County,Randolph County,11982,AL
0111399999,891,1,113,99999,Russell County,Russell County,24595,AL
0111599999,955,1,115,99999,St. Clair County,St. Clair County,35541,AL
0111799999,955,1,117,99999,Shelby County,Shelby County,80970,AL
0111999999,747,1,119,99999,Sumter County,Sumter County,6786,AL
0112199999,661,1,121,99999,Talladega County,Talladega County,37088,AL
0112399999,638,1,123,99999,Tallapoosa County,Tallapoosa County,22111,AL
0112599999,859,1,125,99999,Tuscaloosa County,Tuscaloosa County,84872,AL
0112799999,697,1,127,99999,Walker County,Walker County,30816,AL
0112999999,686,1,129,99999,Washington County,Washington County,8407,AL
0113199999,606,1,131,99999,Wilcox County,Wilcox County,5649,AL
0113399999,606,1,133,99999,Winston County,Winston County,13469,AL
0201399999,1107,2,13,99999,Aleutians East Borough,Aleutians East Borough,747,AK
0201699999,1779,2,16,99999,Aleutians West Census Area,Aleutians West Census Area,1929,AK
0202099999,1417,2,20,99999,Anchorage Municipality,Anchorage Municipality,113032,AK
0205099999,1630,2,50,99999,Bethel Census Area,Bethel Census Area,5919,AK
0206099999,1317,2,60,99999,Bristol Bay Borough,Bristol Bay Borough,969,AK
0206899999,1520,2,68,99999,Denali Borough,Denali Borough,1771,AK
0207099999,1356,2,70,99999,Dillingham Census Area,Dillingham Census Area,2427,AK
0209099999,1449,2,90,99999,Fairbanks North Star Borough,Fairbanks North Star Borough,41783,AK
0210099999,1014,2,100,99999,Haines Borough,Haines Borough,1631,AK
0210599999,871,2,105,99999,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,1771,AK
0211099999,1514,2,110,99999,Juneau City and Borough,Juneau City and Borough,13055,AK
0212299999,1154,2,122,99999,Kenai Peninsula Borough,Kenai Peninsula Borough,30578,AK
0213099999,1355,2,130,99999,Ketchikan Gateway Borough,Ketchikan Gateway Borough,6166,AK
0215099999,1258,2,150,99999,Kodiak Island Borough,Kodiak Island Borough,5303,AK
0215899999,994,2,158,99999,Kusilvak Census Area,Kusilvak Census Area,2183,AK
0216499999,947,2,164,99999,Lake and Peninsula Borough,Lake and Peninsula Borough,1502,AK
0217099999,1167,2,170,99999,Matanuska-Susitna Borough,Matanuska-Susitna Borough,41329,AK
0218099999,1689,2,180,99999,Nome Census Area,Nome Census Area,4008,AK
0218599999,1306,2,185,99999,North Slope Borough,North Slope Borough,2500,AK
0218899999,1428,2,188,99999,Northwest Arctic Borough,Northwest Arctic Borough,2707,AK
0219599999,1123,2,195,99999,Petersburg Census Area,Petersburg Census Area,1994,AK
0219899999,1101,2,198,99999,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,2992,AK
0222099999,1344,2,220,99999,Sitka City and Borough,Sitka City and Borough,4102,AK
0223099999,1467,2,230,99999,Skagway Municipality,Skagway Municipality,636,AK
0224099999,1301,2,240,99999,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,3915,AK
0226199999,1278,2,261,99999,Valdez-Cordova Census Area,Valdez-Cordova Census Area,6102,AK
0227599999,1004,2,275,99999,Wrangell City and Borough,Wrangell City and Borough,1428,AK
0228299999,1180,2,282,99999,Yakutat City and Borough,Yakutat City and Borough,450,AK
0229099999,841,2,290,99999,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,4038,AK
0400199999,697,4,1,99999,Apache County,Apache County,32514,AZ
0400399999,852,4,3,99999,Cochise County,Cochise County,59041,AZ
0400599999,1206,4,5,99999,Coconino County,Coconino County,63321,AZ
0400799999,916,4,7,99999,Gila County,Gila County,32698,AZ
0400999999,831,4,9,99999,Graham County,Graham County,12980,AZ
0401199999,722,4,11,99999,Greenlee County,Greenlee County,4372,AZ
0401299999,790,4,12,99999,La Paz County,La Paz County,16049,AZ
0401399999,1082,4,13,99999,Maricopa County,Maricopa County,1639279,AZ
0401599999,839,4,15,99999,Mohave County,Mohave County,110911,AZ
0401799999,777,4,17,99999,Navajo County,Navajo County,56938,AZ
0401999999,907,4,19,99999,Pima County,Pima County,440909,AZ
0402199999,1082,4,21,99999,Pinal County,Pinal County,159222,AZ
0402399999,760,4,23,99999,Santa Cruz County,Santa Cruz County,18010,AZ
0402599999,945,4,25,99999,Yavapai County,Yavapai County,110432,AZ
0402799999,865,4,27,99999,Yuma County,Yuma County,87850,AZ
0500199999,683,5,1,99999,Arkansas County,Arkansas County,9436,AR
0500399999,643,5,3,99999,Ashley County,Ashley County,10137,AR
0500599999,731,5,5,99999,Baxter County,Baxter County,22580,AR
0500799999,773,5,7,99999,Benton County,Benton County,93084,AR
0500999999,654,5,9,99999,Boone County,Boone County,16827,AR
0501199999,716,5,11,99999,Bradley County,Bradley County,5860,AR
0501399999,669,5,13,99999,Calhoun County,Calhoun County,2897,AR
0501599999,712,5,15,99999,Carroll County,Carroll County,13559,AR
0501799999,633,5,17,99999,Chicot County,Chicot County,5421,AR
0501999999,676,5,19,99999,Clark County,Clark County,10385,AR
0502199999,633,5,21,99999,Clay County,Clay County,8031,AR
0502399999,710,5,23,99999,Cleburne County,Cleburne County,15826,AR
0502599999,731,5,25,99999,Cleveland County,Cleveland County,4064,AR
0502799999,633,5,27,99999,Columbia County,Columbia County,11596,AR
0502999999,763,5,29,99999,Conway County,Conway County,9720,AR
0503199999,764,5,31,99999,Craighead County,Craighead County,40515,AR
0503399999,725,5,33,99999,Crawford County,Crawford County,26115,AR
0503599999,889,5,35,99999,Crittenden County,Crittenden County,21489,AR
0503799999,724,5,37,99999,Cross County,Cross County,7853,AR
0503999999,633,5,39,99999,Dallas County,Dallas County,4305,AR
0504199999,633,5,41,99999,Desha County,Desha County,6261,AR
0504399999,680,5,43,99999,Drew County,Drew County,8408,AR
0504599999,862,5,45,99999,Faulkner County,Faulkner County,46612,AR
0504799999,656,5,47,99999,Franklin County,Franklin County,8021,AR
0504999999,633,5,49,99999,Fulton County,Fulton County,6778,AR
0505199999,814,5,51,99999,Garland County,Garland County,50548,AR
0505399999,738,5,53,99999,Grant County,Grant County,7758,AR
0505599999,721,5,55,99999,Greene County,Greene County,17892,AR
0505799999,663,5,57,99999,Hempstead County,Hempstead County,10419,AR
0505999999,691,5,59,99999,Hot Spring County,Hot Spring County,14332,AR
0506199999,644,5,61,99999,Howard County,Howard County,6238,AR
0506399999,672,5,63,99999,Independence County,Independence County,16187,AR
0506599999,633,5,65,99999,Izard County,Izard County,7232,AR
0506799999,655,5,67,99999,Jackson County,Jackson County,7601,AR
0506999999,731,5,69,99999,Jefferson County,Jefferson County,33006,AR
0507199999,688,5,71,99999,Johnson County,Johnson County,11311,AR
0507399999,633,5,73,99999,Lafayette County,Lafayette County,4353,AR
0507599999,633,5,75,99999,Lawrence County,Lawrence County,8000,AR
0507799999,633,5,77,99999,Lee County,Lee County,4356,AR
0507999999,731,5,79,99999,Lincoln County,Lincoln County,4860,AR
0508199999,633,5,81,99999,Little River County,Little River County,6460,AR
0508399999,633,5,83,99999,Logan County,Logan County,10108,AR
0508599999,862,5,85,99999,Lonoke County,Lonoke County,27239,AR
0508799999,773,5,87,99999,Madison County,Madison County,7481,AR
0508999999,633,5,89,99999,Marion County,Marion County,9354,AR
0509199999,843,5,91,99999,Miller County,Miller County,19281,AR
0509399999,686,5,93,99999,Mississippi County,Mississippi County,20459,AR
0509599999,644,5,95,99999,Monroe County,Monroe County,4455,AR
0509799999,651,5,97,99999,Montgomery County,Montgomery County,5763,AR
0509999999,673,5,99,99999,Nevada County,Nevada County,4563,AR
0510199999,633,5,101,99999,Newton County,Newton County,4664,AR
0510399999,637,5,103,99999,Ouachita County,Ouachita County,13121,AR
0510599999,862,5,105,99999,Perry County,Perry County,4907,AR
0510799999,641,5,107,99999,Phillips County,Phillips County,10126,AR
0510999999,633,5,109,99999,Pike County,Pike County,5580,AR
0511199999,633,5,111,99999,Poinsett County,Poinsett County,10923,AR
0511399999,633,5,113,99999,Polk County,Polk County,10002,AR
0511599999,689,5,115,99999,Pope County,Pope County,25551,AR
0511799999,633,5,117,99999,Prairie County,Prairie County,4503,AR
0511999999,862,5,119,99999,Pulaski County,Pulaski County,175555,AR
0512199999,636,5,121,99999,Randolph County,Randolph County,8513,AR
0512399999,633,5,123,99999,St. Francis County,St. Francis County,10903,AR
0512599999,862,5,125,99999,Saline County,Saline County,44811,AR
0512799999,633,5,127,99999,Scott County,Scott County,5193,AR
0512999999,633,5,129,99999,Searcy County,Searcy County,4900,AR
0513199999,725,5,131,99999,Sebastian County,Sebastian County,54651,AR
0513399999,636,5,133,99999,Sevier County,Sevier County,6887,AR
0513599999,635,5,135,99999,Sharp County,Sharp County,9822,AR
0513799999,657,5,137,99999,Stone County,Stone County,6712,AR
0513999999,699,5,139,99999,Union County,Union County,19653,AR
0514199999,642,5,141,99999,Van Buren County,Van Buren County,10345,AR
0514399999,773,5,143,99999,Washington County,Washington County,87808,AR
0514599999,687,5,145,99999,White County,White County,32488,AR
0514799999,633,5,147,99999,Woodruff County,Woodruff County,3893,AR
0514999999,633,5,149,99999,Yell County,Yell County,9752,AR
0600199999,2511,6,1,99999,Alameda County,Alameda County,582549,CA
0600399999,1012,6,3,99999,Alpine County,Alpine County,1760,CA
0600599999,1102,6,5,99999,Amador County,Amador County,18032,CA
0600799999,1055,6,7,99999,Butte County,Butte County,95835,CA
0600999999,972,6,9,99999,Calaveras County,Calaveras County,27925,CA
0601199999,896,6,11,99999,Colusa County,Colusa County,7883,CA
0601399999,2511,6,13,99999,Contra Costa County,Contra Costa County,400263,CA
0601599999,936,6,15,99999,Del Norte County,Del Norte County,11186,CA
0601799999,1157,6,17,99999,El Dorado County,El Dorado County,88159,CA
0601999999,1018,6,19,99999,Fresno County,Fresno County,315531,CA
0602199999,871,6,21,99999,Glenn County,Glenn County,10778,CA
0602399999,1023,6,23,99999,Humboldt County,Humboldt County,61559,CA
0602599999,948,6,25,99999,Imperial County,Imperial County,56067,CA
0602799999,972,6,27,99999,Inyo County,Inyo County,9478,CA
0602999999,968,6,29,99999,Kern County,Kern County,284367,CA
0603199999,1000,6,31,99999,Kings County,Kings County,43867,CA
0603399999,988,6,33,99999,Lake County,Lake County,35492,CA
0603599999,930,6,35,99999,Lassen County,Lassen County,12710,CA
0603799999,1798,6,37,99999,Los Angeles County,Los Angeles County,3445076,CA
0603999999,1021,6,39,99999,Madera County,Madera County,49140,CA
0604199999,3377,6,41,99999,Marin County,Marin County,111214,CA
0604399999,989,6,43,99999,Mariposa County,Mariposa County,10188,CA
0604599999,1098,6,45,99999,Mendocino County,Mendocino County,40323,CA
0604799999,837,6,47,99999,Merced County,Merced County,83698,CA
0604999999,697,6,49,99999,Modoc County,Modoc County,5192,CA
0605199999,1314,6,51,99999,Mono County,Mono County,13912,CA
0605399999,1534,6,53,99999,Monterey County,Monterey County,139048,CA
0605599999,1716,6,55,99999,Napa County,Napa County,54759,CA
0605799999,1300,6,57,99999,Nevada County,Nevada County,52590,CA
0605999999,2024,6,59,99999,Orange County,Orange County,1048907,CA
0606199999,1157,6,61,99999,Placer County,Placer County,152648,CA
0606399999,916,6,63,99999,Plumas County,Plumas County,15566,CA
0606599999,1253,6,65,99999,Riverside County,Riverside County,800707,CA
0606799999,1157,6,67,99999,Sacramento County,Sacramento County,555932,CA
0606999999,1847,6,69,99999,San Benito County,San Benito County,17870,CA
0607199999,1253,6,71,99999,San Bernardino County,San Bernardino County,699637,CA
0607399999,1816,6,73,99999,San Diego County,San Diego County,1164786,CA
0607599999,3377,6,75,99999,San Francisco County,San Francisco County,376942,CA
0607799999,1048,6,77,99999,San Joaquin County,San Joaquin County,233755,CA
0607999999,1516,6,79,99999,San Luis Obispo County,San Luis Obispo County,117315,CA
0608199999,3377,6,81,99999,San Mateo County,San Mateo County,271031,CA
0608399999,2021,6,83,99999,Santa Barbara County,Santa Barbara County,152834,CA
0608599999,2753,6,85,99999,Santa Clara County,Santa Clara County,631920,CA
0608799999,2113,6,87,99999,Santa Cruz County,Santa Cruz County,104476,CA
0608999999,974,6,89,99999,Shasta County,Shasta County,77313,CA
0609199999,1268,6,91,99999,Sierra County,Sierra County,2328,CA
0609399999,886,6,93,99999,Siskiyou County,Siskiyou County,23910,CA
0609599999,1412,6,95,99999,Solano County,Solano County,152698,CA
0609799999,1961,6,97,99999,Sonoma County,Sonoma County,204572,CA
0609999999,1094,6,99,99999,Stanislaus County,Stanislaus County,179503,CA
0610199999,942,6,101,99999,Sutter County,Sutter County,33858,CA
0610399999,859,6,103,99999,Tehama County,Tehama County,26987,CA
0610599999,924,6,105,99999,Trinity County,Trinity County,8681,CA
0610799999,902,6,107,99999,Tulare County,Tulare County,141696,CA
0610999999,1020,6,109,99999,Tuolumne County,Tuolumne County,31244,CA
0611199999,1861,6,111,99999,Ventura County,Ventura County,281695,CA
0611399999,1301,6,113,99999,Yolo County,Yolo County,75054,CA
0611599999,942,6,115,99999,Yuba County,Yuba County,27635,CA
0800199999,1543,8,1,99999,Adams County,Adams County,163136,CO
0800399999,812,8,3,99999,Alamosa County,Alamosa County,6554,CO
0800599999,1543,8,5,99999,Arapahoe County,Arapahoe County,238301,CO
0800799999,990,8,7,99999,Archuleta County,Archuleta County,8762,CO
0800999999,697,8,9,99999,Baca County,Baca County,2248,CO
0801199999,830,8,11,99999,Bent County,Bent County,2242,CO
0801399999,1577,8,13,99999,Boulder County,Boulder County,127071,CO
0801499999,1543,8,14,99999,Broomfield County,Broomfield County,22646,CO
0801599999,923,8,15,99999,Chaffee County,Chaffee County,10020,CO
0801799999,710,8,17,99999,Cheyenne County,Cheyenne County,975,CO
0801999999,1543,8,19,99999,Clear Creek County,Clear Creek County,5685,CO
0802199999,697,8,21,99999,Conejos County,Conejos County,4286,CO
0802399999,786,8,23,99999,Costilla County,Costilla County,2613,CO
0802599999,758,8,25,99999,Crowley County,Crowley County,1559,CO
0802799999,792,8,27,99999,Custer County,Custer County,3956,CO
0802999999,953,8,29,99999,Delta County,Delta County,14572,CO
0803199999,1543,8,31,99999,Denver County,Denver County,285797,CO
0803399999,703,8,33,99999,Dolores County,Dolores County,1468,CO
0803599999,1543,8,35,99999,Douglas County,Douglas County,106859,CO
0803799999,1555,8,37,99999,Eagle County,Eagle County,31312,CO
0803999999,1543,8,39,99999,Elbert County,Elbert County,8939,CO
0804199999,1106,8,41,99999,El Paso County,El Paso County,252852,CO
0804399999,809,8,43,99999,Fremont County,Fremont County,19242,CO
0804599999,1254,8,45,99999,Garfield County,Garfield County,23309,CO
0804799999,1543,8,47,99999,Gilpin County,Gilpin County,3560,CO
0804999999,1110,8,49,99999,Grand County,Grand County,16061,CO
0805199999,1002,8,51,99999,Gunnison County,Gunnison County,11412,CO
0805399999,948,8,53,99999,Hinsdale County,Hinsdale County,1388,CO
0805599999,793,8,55,99999,Huerfano County,Huerfano County,5075,CO
0805799999,948,8,57,99999,Jackson County,Jackson County,1286,CO
0805999999,1543,8,59,99999,Jefferson County,Jefferson County,229967,CO
0806199999,840,8,61,99999,Kiowa County,Kiowa County,805,CO
0806399999,717,8,63,99999,Kit Carson County,Kit Carson County,3527,CO
0806599999,1002,8,65,99999,Lake County,Lake County,4271,CO
0806799999,1131,8,67,99999,La Plata County,La Plata County,25860,CO
0806999999,1177,8,69,99999,Larimer County,Larimer County,132722,CO
0807199999,895,8,71,99999,Las Animas County,Las Animas County,8217,CO
0807399999,778,8,73,99999,Lincoln County,Lincoln County,2420,CO
0807599999,803,8,75,99999,Logan County,Logan County,8981,CO
0807799999,891,8,77,99999,Mesa County,Mesa County,62644,CO
0807999999,980,8,79,99999,Mineral County,Mineral County,1201,CO
0808199999,847,8,81,99999,Moffat County,Moffat County,6196,CO
0808399999,784,8,83,99999,Montezuma County,Montezuma County,12094,CO
0808599999,967,8,85,99999,Montrose County,Montrose County,18250,CO
0808799999,819,8,87,99999,Morgan County,Morgan County,11490,CO
0808999999,818,8,89,99999,Otero County,Otero County,8969,CO
0809199999,1200,8,91,99999,Ouray County,Ouray County,3083,CO
0809399999,1543,8,93,99999,Park County,Park County,13947,CO
0809599999,750,8,95,99999,Phillips County,Phillips County,2087,CO
0809799999,1880,8,97,99999,Pitkin County,Pitkin County,12953,CO
0809999999,697,8,99,99999,Prowers County,Prowers County,5942,CO
0810199999,825,8,101,99999,Pueblo County,Pueblo County,69526,CO
0810399999,854,8,103,99999,Rio Blanco County,Rio Blanco County,3309,CO
0810599999,697,8,105,99999,Rio Grande County,Rio Grande County,6630,CO
0810799999,1315,8,107,99999,Routt County,Routt County,16303,CO
0810999999,726,8,109,99999,Saguache County,Saguache County,3843,CO
0811199999,1296,8,111,99999,San Juan County,San Juan County,756,CO
0811399999,1683,8,113,99999,San Miguel County,San Miguel County,6638,CO
0811599999,697,8,115,99999,Sedgwick County,Sedgwick County,1415,CO
0811799999,1524,8,117,99999,Summit County,Summit County,29842,CO
0811999999,1099,8,119,99999,Teller County,Teller County,12643,CO
0812199999,727,8,121,99999,Washington County,Washington County,2434,CO
0812399999,1009,8,123,99999,Weld County,Weld County,96281,CO
0812599999,707,8,125,99999,Yuma County,Yuma County,4466,CO
0900104720,1723,9,1,04720,Fairfield County,Bethel town,7310,CT
0900108070,1369,9,1,08070,Fairfield County,Bridgeport town,57012,CT
0900108980,1723,9,1,08980,Fairfield County,Brookfield town,6562,CT
0900118500,1723,9,1,18500,Fairfield County,Danbury town,31154,CT
0900118850,2189,9,1,18850,Fairfield County,Darien town,7074,CT
0900123890,1369,9,1,23890,Fairfield County,Easton town,2715,CT
0900126620,1369,9,1,26620,Fairfield County,Fairfield town,21648,CT
0900133620,2189,9,1,33620,Fairfield County,Greenwich town,25631,CT
0900148620,1369,9,1,48620,Fairfield County,Monroe town,6918,CT
0900150580,2189,9,1,50580,Fairfield County,New Canaan town,7551,CT
0900150860,1723,9,1,50860,Fairfield County,New Fairfield town,5593,CT
0900152980,1723,9,1,52980,Fairfield County,Newtown town,10061,CT
0900156060,2189,9,1,56060,Fairfield County,Norwalk town,35415,CT
0900163480,1723,9,1,63480,Fairfield County,Redding town,3811,CT
0900163970,1723,9,1,63970,Fairfield County,Ridgefield town,9420,CT
0900168170,1369,9,1,68170,Fairfield County,Shelton town,16146,CT
0900168310,1723,9,1,68310,Fairfield County,Sherman town,1831,CT
0900173070,2189,9,1,73070,Fairfield County,Stamford town,50573,CT
0900174190,1369,9,1,74190,Fairfield County,Stratford town,21091,CT
0900177200,1369,9,1,77200,Fairfield County,Trumbull town,13157,CT
0900183430,2189,9,1,83430,Fairfield County,Weston town,3674,CT
0900183500,2189,9,1,83500,Fairfield County,Westport town,10399,CT
0900186370,2189,9,1,86370,Fairfield County,Wilton town,6475,CT
0900302060,1242,9,3,02060,Hartford County,Avon town,7389,CT
0900304300,1242,9,3,04300,Hartford County,Berlin town,8140,CT
0900305910,1242,9,3,05910,Hartford County,Bloomfield town,9019,CT
0900308490,1242,9,3,08490,Hartford County,Bristol town,27011,CT
0900310100,1242,9,3,10100,Hartford County,Burlington town,3389,CT
0900312270,1242,9,3,12270,Hartford County,Canton town,4339,CT
0900322070,1242,9,3,22070,Hartford County,East Granby town,2152,CT
0900322630,1242,9,3,22630,Hartford County,East Hartford town,21328,CT
0900324800,1242,9,3,24800,Hartford County,East Windsor town,5045,CT
0900325990,1242,9,3,25990,Hartford County,Enfield town,17558,CT
0900327600,1242,9,3,27600,Hartford County,Farmington town,11106,CT
0900331240,1242,9,3,31240,Hartford County,Glastonbury town,13656,CT
0900332640,1242,9,3,32640,Hartford County,Granby town,4360,CT
0900337070,1242,9,3,37070,Hartford County,Hartford town,51822,CT
0900337140,1242,9,3,37140,Hartford County,Hartland town,856,CT
0900344700,1242,9,3,44700,Hartford County,Manchester town,25996,CT
0900345820,1242,9,3,45820,Hartford County,Marlborough town,2389,CT
0900350440,1242,9,3,50440,Hartford County,New Britain town,31226,CT
0900352140,1242,9,3,52140,Hartford County,Newington town,13011,CT
0900360120,1242,9,3,60120,Hartford County,Plainville town,8063,CT
0900365370,1242,9,3,65370,Hartford County,Rocky Hill town,8843,CT
0900368940,1242,9,3,68940,Hartford County,Simsbury town,9123,CT
0900370550,1242,9,3,70550,Hartford County,Southington town,17447,CT
0900371390,1242,9,3,71390,Hartford County,South Windsor town,10243,CT
0900374540,1242,9,3,74540,Hartford County,Suffield town,5469,CT
0900382590,1242,9,3,82590,Hartford County,West Hartford town,26396,CT
0900384900,1242,9,3,84900,Hartford County,Wethersfield town,11677,CT
0900387000,1242,9,3,87000,Hartford County,Windsor town,11767,CT
0900387070,1242,9,3,87070,Hartford County,Windsor Locks town,5429,CT
0900502760,1168,9,5,02760,Litchfield County,Barkhamsted town,1589,CT
0900504930,1168,9,5,04930,Litchfield County,Bethlehem town,1575,CT
0900508210,1168,9,5,08210,Litchfield County,Bridgewater town,881,CT
0900510940,1168,9,5,10940,Litchfield County,Canaan town,779,CT
0900516050,1168,9,5,16050,Litchfield County,Colebrook town,722,CT
0900517240,1168,9,5,17240,Litchfield County,Cornwall town,1007,CT
0900532290,1168,9,5,32290,Litchfield County,Goshen town,1664,CT
0900537280,1168,9,5,37280,Litchfield County,Harwinton town,2282,CT
0900540290,1168,9,5,40290,Litchfield County,Kent town,1665,CT
0900543370,1168,9,5,43370,Litchfield County,Litchfield town,3975,CT
0900549460,1168,9,5,49460,Litchfield County,Morris town,1314,CT
0900551350,1168,9,5,51350,Litchfield County,New Hartford town,2923,CT
0900552630,1168,9,5,52630,Litchfield County,New Milford town,11731,CT
0900553470,1168,9,5,53470,Litchfield County,Norfolk town,967,CT
0900554030,1168,9,5,54030,Litchfield County,North Canaan town,1587,CT
0900560750,1168,9,5,60750,Litchfield County,Plymouth town,5109,CT
0900565930,1168,9,5,65930,Litchfield County,Roxbury town,1167,CT
0900566420,1168,9,5,66420,Litchfield County,Salisbury town,2593,CT
0900567960,1168,9,5,67960,Litchfield County,Sharon town,1775,CT
0900575730,1168,9,5,75730,Litchfield County,Thomaston town,3276,CT
0900576570,1168,9,5,76570,Litchfield County,Torrington town,16761,CT
0900579510,1168,9,5,79510,Litchfield County,Warren town,811,CT
0900579720,1168,9,5,79720,Litchfield County,Washington town,2124,CT
0900580490,1168,9,5,80490,Litchfield County,Watertown town,9096,CT
0900586440,1168,9,5,86440,Litchfield County,Winchester town,5613,CT
0900587910,1168,9,5,87910,Litchfield County,Woodbury town,4564,CT
0900714300,1242,9,7,14300,Middlesex County,Chester town,1923,CT
0900715350,1485,9,7,15350,Middlesex County,Clinton town,6065,CT
0900718080,1242,9,7,18080,Middlesex County,Cromwell town,6001,CT
0900719130,1485,9,7,19130,Middlesex County,Deep River town,2096,CT
0900720810,1242,9,7,20810,Middlesex County,Durham town,2694,CT
0900722280,1242,9,7,22280,Middlesex County,East Haddam town,4508,CT
0900722490,1242,9,7,22490,Middlesex County,East Hampton town,5485,CT
0900726270,1485,9,7,26270,Middlesex County,Essex town,3261,CT
0900735230,1242,9,7,35230,Middlesex County,Haddam town,3504,CT
0900740710,1485,9,7,40710,Middlesex County,Killingworth town,2598,CT
0900747080,1242,9,7,47080,Middlesex County,Middlefield town,1863,CT
0900747360,1242,9,7,47360,Middlesex County,Middletown town,21223,CT
0900757320,1485,9,7,57320,Middlesex County,Old Saybrook town,5602,CT
0900761800,1242,9,7,61800,Middlesex County,Portland town,4077,CT
0900781680,1485,9,7,81680,Middlesex County,Westbrook town,3937,CT
0900901220,1389,9,9,01220,New Haven County,Ansonia town,8148,CT
0900903250,1389,9,9,03250,New Haven County,Beacon Falls town,2509,CT
0900904580,1389,9,9,04580,New Haven County,Bethany town,2044,CT
0900907310,1389,9,9,07310,New Haven County,Branford town,13972,CT
0900914160,1389,9,9,14160,New Haven County,Cheshire town,10424,CT
0900919550,1389,9,9,19550,New Haven County,Derby town,5849,CT
0900922910,1389,9,9,22910,New Haven County,East Haven town,12533,CT
0900934950,1389,9,9,34950,New Haven County,Guilford town,9596,CT
0900935650,1389,9,9,35650,New Haven County,Hamden town,25114,CT
0900944560,1389,9,9,44560,New Haven County,Madison town,8049,CT
0900946520,1389,9,9,46520,New Haven County,Meriden town,25892,CT
0900946940,1106,9,9,46940,New Haven County,Middlebury town,2892,CT
0900947535,1389,9,9,47535,New Haven County,Milford town,23074,CT
